Customer Name,State,Product,Units Sold,Unit Price,Total Sale,Sale Date,Sales Channel,Order ID
Carrie Wright,Plateau,Tablet,,15030.06,,2025-03-26,Wholesale,23204ff5-b538-496c-833e-02f71e93d127
Jeffrey Mills,Enugu,Monitor,24,2411.96,57887.04,2023-11-01,Online,7f14eafa-29f0-4f7c-82e7-df89b3957a98
Jake Campbell,Anambra,Tablet,,41678.71,,2024-02-21,Wholesale,8468b74d-85e3-4de5-98c1-aad6f3f8dea4
,Abuja,Keyboard,8,189395.14,1515161.12,2023-08-12,Retail,425e0259-b884-46d2-928f-cf68c871d7b3
George Harper,Niger,TABLET,67,20856.4,1397378.8,2024-02-19,Online,bff15840-207e-463f-9f32-d5d82abe1585
Maria Jones,Lagos,Camera,39,45733.38,1783601.82,2025-01-15,Direct,bba1aed9-44cd-4fdd-9f9b-141ec7f7bda1
Michael Mitchell,Bauchi,Monitor,,66006.54,,2023-09-10,Wholesale,e65fad87-c57c-4498-9e38-f711e2ec13f4
Mary Escobar,imo,Keyboard,91,137074.89,12473814.99,2024-04-05,Retail,6de8370a-ce9e-4ebd-95c3-48530783e43c
Felicia Aguilar,Enugu,Laptop,,,,2025-06-27,Direct,4350ab06-1059-4a28-861b-4f5b45a08539
Gregory Ponce,Osun,Camera,37,18604.81,688377.97,2024-06-18,Online,a0a5fde6-939f-41a2-b99c-ea5cb65ad0f1
Jenna Larson,Niger,Monitor,33,191499.71,6319490.43,2024-12-01,Online,
Emily Bennett,Kano,Charger,,280204.16,,2024-01-26,Online,82c299f0-7487-4772-bf03-86fa13badc91
Robin Santiago,Sokoto,TABLET,36,273869.06,9859286.16,2025-02-10,Retail,dbff00b0-7fe6-40f3-8e31-41ec5c311464
Nancy Jennings,Katsina,Tablet,,197955.66,,2024-07-17,Direct,28457780-5e20-4957-aab8-bd33911f730b
Maria Henderson,Sokoto,Phone,,5211.66,,2023-12-24,Online,e4eec67c-1a57-49e4-85f8-e2f8414f4994
Jack White,Rivers,Monitor,,159897.64,,2023-12-14,Retail,1d8680cb-b908-40f3-ac93-281a92ebeab0
,borno,Tablet,83,123695.88,10266758.04,2025-04-14,,00a85473-8242-4912-bda3-c1623a78b64a
Travis Tucker,Bauchi,Phone,,5509.48,,2024-09-01,Retail,03254fbd-dce8-41c5-9bd3-0aec0b461173
Chad Jones,Borno,Phone,20,,,2024-02-06,,5d2d904f-78c5-4073-8bc5-72073e9aec86
Ashley Wise,Niger,Keyboard,,216796.72,,2025-07-04,Direct,2dd0622e-266b-42ea-ab93-f78c620af158
Sophia Johnson,Sokoto,TABLET,,160953.56,,2024-09-19,Online,090d9655-db84-4660-b5d8-fb91ee6081ac
Ralph Anderson,Benue,Camera,,86363.22,,2025-01-01,Online,b6ca1127-e9f8-4970-8d98-f9e28d888beb
Christopher Guerra,Borno,Charger,6,150913.7,905482.2,2024-02-06,Wholesale,3979d5f5-6b5b-4975-a7dc-2bc0bd9c4693
Rhonda Martin,Imo,Camera,11,209508.79,2304596.69,2023-10-25,Online,ea75752d-6a8f-4acb-bf8e-2d0d52619dec
Jason Rhodes,Oyo,Camera,,129456.68,,2023-10-03,Direct,
Jeremy Mitchell,enugu,Tablet,,281943.72,,2024-10-31,Retail,d3748a11-4571-4959-91e7-44e4b864ca08
Joann Ferguson,Niger,Headphones,,54190.42,,2025-02-05,Direct,1e910f36-5f70-4b25-9250-2e5913f06822
Robert Harrison,Benue,Laptop,,275455.63,,2024-10-08,Online,0d7bec04-e6e5-4b32-ac5f-12ef8085c147
Holly Valentine,Kaduna,PHONE,82,,,2024-01-12,Retail,8409c5ea-cde9-48b3-b922-a7e42de982f8
,Katsina,Tablet,,157553.43,,2024-01-15,Direct,66a302d6-f43e-4c48-8bc1-f9e5fb3df063
Mrs. Diane Reyes,Plateau,Keyboard,,72670.17,,2023-08-19,Online,ddb449dc-7710-4966-a082-7f7611a529b4
Tracy Montoya,Borno,Phone,,186124.36,,2024-12-12,Online,4f89e3b2-d847-4c53-8605-e58a48454343
Brenda Wright,Benue,Charger,62,76099.25,4718153.5,2025-06-13,Online,74ed5145-8d97-45c7-961d-5c8753c9fe59
Shelly Spencer,Imo,Headphones,,106655.11,,2024-08-26,Wholesale,4aa5f9d3-335f-4f59-9e71-7fca020a4497
Ryan Rosales,lagos,Laptop,,238583.43,,2024-01-02,Wholesale,bd54da04-4dcd-4009-88d5-77179055a36f
Phillip Nelson,Borno,Tablet,,24166.26,,2024-11-17,Wholesale,5e472e22-76c3-4642-be19-fc1d9f6a6a65
Brittany Kim,Borno,CHARGER,8,287809.69,2302477.52,2024-01-07,Retail,ff6ef9ed-7e4c-429f-b8cb-ab4c97790e84
Courtney Hayes,Enugu,Monitor,,137969.82,,2023-08-20,Direct,bb82b796-3207-443e-86a0-7656c5c9fb91
Alexander Brown,Niger,Headphones,,,,2023-09-26,Retail,
Cynthia Vang,Plateau,Camera,,73340.76,,2024-05-27,Retail,cbc4ec0e-c2ae-4674-8beb-4e78e68373a3
Alfred Galvan,Katsina,Headphones,78,209322.28,16327137.84,2024-03-23,Online,eeb19ad2-01a1-4b0f-a68b-84b63ec0a285
Marie Moody,Sokoto,Charger,,90342.4,,2025-01-18,,8aa2b4c9-3ba5-4d76-861e-fb9568f82063
,Ekiti,Tablet,,248504.59,,2024-07-11,,b186a5a8-d6ee-426b-a2cd-159058af393c
Dustin Gallegos,ekiti,Headphones,,24644.77,,2023-09-27,Online,55c3b2db-f374-490d-8274-ce40e09016b6
Brenda Thornton,Ekiti,TABLET,,297506.57,,2024-12-21,,60538c1b-a845-40a1-8249-2e5e005fd0e6
Aaron Miller,Enugu,Keyboard,,195143.39,,2025-02-28,Retail,4eb9047d-ba2a-43d9-bcf2-fc3bd95874c2
Ruben Dunn,Bauchi,Tablet,,9989.51,,2023-10-25,Direct,fbad793f-87a1-4c02-b487-9e411a9c672a
Kelsey Rodriguez,Cross River,Charger,,121880.85,,2023-07-15,Wholesale,f610396b-7df5-4abf-ab79-0d013cf88d20
Eric Williams,Kaduna,Laptop,,,,2024-09-10,Retail,247296a4-ff38-4918-b8f9-a45d0f554896
Riley Bryant,Kano,Keyboard,58,113462.29,6580812.82,2025-07-01,Retail,0b3d0c36-17d0-4810-87a2-a10bb62edb49
Taylor Carlson,Borno,Laptop,19,143063.53,2718207.07,2023-11-10,Direct,d872f72e-e5b4-41ae-bb41-c943ebd8a3b1
Jose Allen,Bauchi,Headphones,,191206.05,,2024-05-22,,e5449887-b36a-43ed-a9be-173a850ef0ad
Jeffrey Mendez,katsina,CAMERA,,211002.12,,2024-11-29,Direct,
Jason Beck,Sokoto,Monitor,54,25264.49,1364282.46,2025-07-06,Retail,bf7655d7-f97c-4c3c-b55d-814b5f5ba255
William Jones,Kano,Charger,,253676.27,,2025-05-25,Online,8163b6ce-1877-4c06-94ad-625215bc2a3e
,Delta,Laptop,,193649.72,,2025-05-23,Online,64f434d6-d1e9-4691-a320-9116222df6a4
Katie Mcneil,Borno,Monitor,41,99715.55,4088337.55,2024-07-14,Retail,0ff1c51f-915c-431b-9786-7b1213281726
Jeanette Harrison,Delta,Phone,98,293210.1,28734589.8,2024-07-15,Online,21761930-f6d7-4248-a995-ecc36f5b09a6
Veronica King,Enugu,Tablet,,,,2024-11-27,,d9d57b02-42d0-4d55-8aab-47b23c9d128a
Richard Cooper,Oyo,Laptop,,292165.0,,2023-12-12,Direct,64988bde-cd02-44db-ad11-15d750a46c85
Lori Ingram,Lagos,KEYBOARD,,268489.97,,2025-02-17,Wholesale,53853918-bc40-45fa-94f7-6322b362c0d2
Evelyn Williams,abuja,Charger,3,275786.09,827358.27,2024-02-19,Direct,3bcdf203-459e-4674-b3e7-f042516c3b0a
Robin Thompson,Delta,Tablet,,69315.07,,2024-03-16,Wholesale,22d839d3-33e4-4986-b18c-ccdc131eb723
Julie Dominguez,Cross River,Monitor,59,270431.25,15955443.75,2024-02-17,Retail,1be5a4c3-95af-4d0c-8528-5425c7a9f33c
Robin Brown,Katsina,Charger,,207840.17,,2024-11-23,Retail,7316ce64-2a14-4a96-9b0c-62eb27c8fc6c
Judith Carter,Kano,Laptop,46,170251.85,7831585.1,2023-08-25,Wholesale,1ee89a4c-6811-44e2-9064-7c59774f6354
Curtis Williams,Ekiti,Camera,,81692.97,,2025-06-15,Online,
Kaylee Hays,Niger,Keyboard,,277285.7,,2025-02-27,Retail,c534ca08-f6f2-4d1c-9bb8-b9c8893259f3
,Plateau,PHONE,,,,2023-09-18,,769de1e3-4eed-4124-b3b0-d6763527a5c8
Dawn Mullins,Enugu,Charger,,205486.41,,2024-11-28,,1725d2c7-1eb2-47b8-9a3c-45ca43d78f2b
Howard Norman,benue,Camera,69,84471.72,5828548.68,2024-09-28,,4de1087b-afa1-4a55-8ebe-abaa28597b34
Evelyn Martinez,Cross River,Laptop,,163137.69,,2024-01-07,,9a72083c-b266-486c-b467-88bdd38e13e4
Steve Paul,Benue,Keyboard,,197603.72,,2024-08-29,Wholesale,db4862c2-d5ff-4a1f-b70b-9a290a530df9
Jasmine Beltran,Delta,Tablet,,54216.67,,2025-02-03,Online,b60e695c-1759-4a96-a5f8-8c7453ea4919
Jonathan Glass MD,Oyo,Monitor,,255203.07,,2025-01-22,Wholesale,657046ea-5b11-451f-b7e9-101d3f8b4433
Monica Miller,Lagos,Laptop,47,5189.6,243911.2,2025-05-01,Retail,4c80d33a-ad5b-43c8-8c88-0714837217e0
Samantha Gardner,Rivers,HEADPHONES,52,62543.86,3252280.72,2025-07-07,,2c82989f-fd9c-4bb0-91f1-6485429a4a7c
Bobby Guerrero,Niger,Phone,,43685.37,,2023-08-08,,dac726b6-6786-4fb3-b3bc-9a7107f4fee5
Lance Simmons,Delta,Phone,,,,2025-06-19,,8cd4b90a-bf82-41bc-8e52-fc4273c374a6
Heather Williams,kaduna,Tablet,,246296.88,,2025-06-25,Retail,1a16998c-7648-476e-983f-ea703ff6579e
Heather Bolton,Bauchi,Keyboard,,246360.27,,2023-11-23,Direct,
,Ekiti,Laptop,,278698.04,,2024-05-30,Wholesale,1f178f93-23c9-4a1e-8b37-1d97cdcc2d6a
William Gould,Abuja,Laptop,,90133.43,,2025-05-26,Online,c7ecfe71-d493-47fc-8fc9-8d2e030f9be9
Mark Cox,Imo,Camera,,169405.48,,2025-04-21,Retail,32b8d8aa-2176-4dd7-b8e7-e019fb8986c8
Meghan Cisneros,Delta,HEADPHONES,,170225.43,,2023-11-24,Direct,afb06406-5f4b-4a97-a68c-879bd2dc42c8
Lawrence Harrington,Rivers,Monitor,16,254908.01,4078528.16,2025-07-05,Direct,15839b99-a50a-43dc-b004-e897a15b2e18
Austin Osborne,Ekiti,Keyboard,,203271.97,,2025-06-24,Online,eadc9960-4242-41e2-960b-e0f495132c22
James Bradley,Oyo,Charger,,162398.45,,2023-08-08,Retail,ff45f8a2-0594-424f-9332-5c31d010318a
Meghan Rush,ekiti,Monitor,,,,2025-04-20,Direct,a55f65b7-e709-4ba6-b29f-c41710813d45
Phillip Berry,Bauchi,Headphones,97,115461.94,11199808.18,2024-05-14,,178be968-20f8-4ba2-8f2e-32967184b713
Jennifer Banks,Imo,Monitor,,222053.68,,2025-03-14,Online,cf133b65-d450-4fa2-98e7-0aebe7b33085
Brian Fitzgerald,Katsina,Laptop,,237254.18,,2024-07-29,,f1394e3c-0aee-4557-9f5d-f91254e07431
Mr. Justin Green III,Sokoto,KEYBOARD,65,206948.51,13451653.15,2023-12-02,Online,ec93e596-2b01-4723-8cf6-97a57603c36c
Zachary Mitchell,Ekiti,Monitor,6,23989.09,143934.54,2025-07-07,Wholesale,b9744cde-d259-4960-aee3-560792ea1324
,Katsina,Tablet,,223764.24,,2025-02-11,Wholesale,
Katherine Martinez,Bauchi,Phone,,104084.92,,2025-05-18,Retail,61fa8e7a-078c-46ce-bf02-23bc651ea252
Jodi Roach,Niger,Charger,,29756.89,,2025-06-29,Direct,5a9c0679-2c3d-47e2-ad39-da75aee70ab2
Brandon Fleming,imo,Camera,,70027.13,,2024-02-20,,46653497-2fe9-42aa-a886-a01136f7a26c
